id,value
id_0,5.174960398984753
id_1,18.306214253527862
id_2,20.491218094180518
id_3,11.523942869805342
id_4,26.616056752306115
id_5,20.531348081761198
id_6,21.906551018797405
id_7,31.736468747068823
id_8,13.391674055111665
id_9,64.45646650291953
id_10,20.264568836159427
id_11,15.358576077361224
id_12,68.58947276926722
id_13,48.42811374745714
id_14,18.702333824193154
id_15,10.188595737466688
id_16,30.740362859820436
id_17,71.13221776355113
id_18,-4.130517391262459
id_19,18.235694016428692
id_20,38.578922275007734
id_21,71.31151972531329
id_22,7.410348162634087
id_23,18.71795533032143
id_24,14.937250260084562
id_25,36.71973669470531
id_26,17.96169700566269
id_27,75.7894628721054
id_28,12.309310248614487
id_29,56.295351739649604
id_30,25.11316086566149
id_31,4.610248674093995
id_32,2.483770554515033
id_33,24.75942226132129
id_34,30.480280465591164
id_35,38.46393074642667
id_36,44.202310609330034
id_37,30.086836019865984
id_38,40.473675015740085
id_39,29.226479902317354
id_40,5.606456054343937
id_41,38.66601607878965
id_42,34.610213431877206
id_43,48.389697507384774
id_44,14.757247666944169
id_45,34.46682011087212
id_46,27.483106874184326
id_47,12.000879378154085
id_48,21.378036151603734
id_49,28.544403091663234
id_50,20.165513818411583
id_51,10.796678149746535
id_52,22.17103575575016
id_53,53.44626310935224
id_54,12.219581121610005
id_55,43.30096845517154
id_56,32.182335103285425
id_57,22.56721751457077
id_58,56.73951416554709
id_59,20.74505294529545
id_60,15.02885455747327
id_61,39.85530159038511
id_62,12.97534068072832
id_63,51.741659592830075
id_64,18.78336963253989
id_65,12.348752842777696
id_66,15.633623653541898
id_67,-0.058871470684994875
id_68,41.50801107307594
id_69,31.548747530656012
id_70,18.604251157547058
id_71,37.476819724880684
id_72,56.52039065762301
id_73,6.587877193521956
id_74,12.229339737434998
id_75,5.203696404134657
id_76,47.927375103800586
id_77,13.020705685594667
id_78,17.110301693903576
id_79,20.603234531001995
id_80,21.284481560784563
id_81,38.69293529051179
id_82,30.020716675725858
id_83,88.76740666723546
id_84,35.984700239668236
id_85,26.756913553477148
id_86,23.963516843564424
id_87,32.747242828083074
id_88,22.189043755319943
id_89,20.99215885362652
id_90,29.555994316645453
id_91,40.99216886651779
id_92,8.625117809911568
id_93,32.32147180887789
id_94,46.59804436536765
id_95,22.884070826723537
id_96,31.518129728251623
id_97,11.198233479766117
id_98,28.527436642529608
id_99,0.29115068008963974
id_100,17.966961079539686
id_101,27.12416392947015
id_102,11.398232780652815
id_103,16.426426865673516
id_104,23.425261046922163
id_105,40.61608267056838
id_106,25.864125026560345
id_107,5.422736951672356
id_108,10.794921122256167
id_109,72.86213692992126
id_110,48.022837059481375
id_111,15.746808276902964
id_112,24.670410614177975
id_113,12.827793326536735
id_114,10.158057570240508
id_115,27.269223342020968
id_116,29.208738577932444
id_117,8.83533961993072
id_118,20.051088137129746
id_119,20.21233374376424
id_120,79.90600929870558
id_121,18.061614288263566
id_122,30.54280934130432
id_123,25.98079237772804
id_124,5.212577268164761
id_125,30.35569730585617
id_126,7.768322888914646
id_127,15.328268255393318
id_128,22.666365717697953
id_129,62.74205421109008
id_130,18.950780367988003
id_131,19.076355630838517
id_132,61.37157409163707
id_133,15.884562052629706
id_134,13.409418077705533
id_135,0.8487724836112758
id_136,7.83499671730414
id_137,57.012829011796775
id_138,25.607996751813843
id_139,4.961704729242055
id_140,36.41487903906275
id_141,28.790006721975917
id_142,49.19412096197635
id_143,40.306869855734476
id_144,13.316180593982647
id_145,27.661011875229146
id_146,17.158027524366762
id_147,49.68726256929679
id_148,23.030272291604795
id_149,39.24093652484275
id_150,13.196753889412575
id_151,5.948893701039433
id_152,25.821608976304276
id_153,8.258634214291636
id_154,19.146320517225597
id_155,43.18248652651671
id_156,6.717843578093028
id_157,33.869615246810596
id_158,15.369937846981877
id_159,16.939044973551923
id_160,37.88533679463484
id_161,19.202484541054396
id_162,9.05950471565472
id_163,10.283399610648514
id_164,48.6724471256983
id_165,30.58771621323084
id_166,2.47740989753218
id_167,12.811603937805943
id_168,70.32478980976462
id_169,14.840967694067032
id_170,68.8655875667886
id_171,42.74199244486632
id_172,24.000261542920207
id_173,23.42072486032146
id_174,61.6721244356824
id_175,25.4942028450592
id_176,19.004809786869092
id_177,34.886682881896874
id_178,9.402313398379732
id_179,29.52001131440802
id_180,14.573965885700456
id_181,9.12556314320357
id_182,52.81258399813186
id_183,45.03953799438966
id_184,17.45243467918328
id_185,38.49393527971428
id_186,27.038919092643823
id_187,65.58170967424584
id_188,7.037306380769532
id_189,52.71447713411569
id_190,38.20645933704977
id_191,21.169801059557876
id_192,30.247556879488386
id_193,2.7144229897163195
id_194,19.93293258764083
id_195,-3.4133323376039293
id_196,32.44599940281314
id_197,10.582973029979886
id_198,21.7752257072585
id_199,62.4652920656779
id_200,24.13294368731647
id_201,26.201239647400953
id_202,63.74447723440288
id_203,2.8342977741289985
id_204,14.379246986978806
id_205,9.369850731753846
id_206,9.881166613595436
id_207,3.4949453589721493
id_208,122.6080493792178
id_209,21.08351301448058
id_210,17.53222059945509
id_211,20.183098344597035
id_212,36.39313221228183
id_213,34.93515120529065
id_214,18.830312661458635
id_215,38.34455552272327
id_216,77.91663413807039
id_217,1.7953235508882273
id_218,13.445827939135784
id_219,36.131155590412135
id_220,15.150403498166321
id_221,12.941848334417891
id_222,113.12524093786394
id_223,15.224604677934359
id_224,14.824025968612112
id_225,59.26735368854045
id_226,10.583695290718438
id_227,20.993062563532224
id_228,9.78936588083036
id_229,4.771180008705983
id_230,47.92780690481287
id_231,12.399438394750987
id_232,48.14647656264416
id_233,40.46638039656415
id_234,16.940590270332944
id_235,41.26654448941876
id_236,69.02789203372902
id_237,40.34624924412238
id_238,14.313743982871088
id_239,15.770726634219788
